phenomenonTime,water depth (m),CTD temperature (°C)
2016-11-08T10:02:27Z,10.0,9.57
2016-11-08T10:02:27Z,10.0,9.565
2016-11-08T10:27:27Z,10.0,9.58
2016-11-08T10:27:27Z,10.0,9.576
2016-11-08T10:43:53Z,10.0,9.57
2016-11-08T10:43:53Z,10.0,9.568
2016-11-08T10:59:44Z,10.0,9.55
2016-11-08T10:59:44Z,10.0,9.553
2016-11-08T11:17:08Z,10.0,9.53
2016-11-08T11:17:08Z,10.0,9.534
2016-12-06T09:54:39Z,10.0,6.27
2016-12-06T09:54:39Z,10.0,6.272
2016-12-06T10:20:46Z,10.0,6.32
2016-12-06T10:20:46Z,10.0,6.315
2016-12-06T10:36:01Z,10.0,6.32
2016-12-06T10:36:01Z,10.0,6.319
2016-12-06T10:51:34Z,10.0,6.26
2016-12-06T10:51:34Z,10.0,6.255
2016-12-06T11:02:03Z,10.0,6.29
2016-12-06T11:02:03Z,10.0,6.289
2017-01-10T09:57:46Z,10.0,4.42
2017-01-10T09:57:46Z,10.0,4.423
2017-01-10T10:20:59Z,10.0,4.36
2017-01-10T10:20:59Z,10.0,4.358
2017-01-10T10:37:51Z,10.0,4.36
2017-01-10T10:37:51Z,10.0,4.355
2017-01-10T10:52:05Z,10.0,4.37
2017-01-10T10:52:05Z,10.0,4.372
2017-01-10T11:06:26Z,10.0,4.4
2017-01-10T11:06:26Z,10.0,4.397
2017-01-10T11:44:45Z,10.0,4.39
2017-01-10T11:44:45Z,10.0,4.388
2017-03-13T10:26:42Z,10.0,2.939
2017-03-13T10:50:21Z,10.0,2.935
2017-03-13T11:07:33Z,10.0,2.942
2017-03-13T11:28:36Z,10.0,2.94
2017-03-13T12:10:56Z,10.0,2.915
2017-03-13T12:10:56Z,10.0,2.917
2017-03-13T12:10:56Z,10.0,2.919
2017-03-13T12:10:56Z,10.0,2.921
2017-03-13T12:10:56Z,10.0,2.926
2017-03-13T12:25:06Z,10.0,2.888
2017-03-13T12:39:47Z,10.0,2.908
2017-03-13T13:03:14Z,10.0,2.896
2017-03-13T13:03:14Z,10.0,2.895
2017-03-13T13:03:14Z,10.0,2.9
2017-03-13T13:03:14Z,10.0,2.902
2017-03-13T13:03:14Z,10.0,2.906
2017-04-10T10:35:37Z,10.0,7.143
2017-04-10T11:00:55Z,10.0,7.145
2017-04-10T11:18:51Z,10.0,7.169
2017-04-10T11:52:34Z,10.0,7.183
2017-04-10T12:09:40Z,10.0,7.175
2017-04-10T12:28:21Z,10.0,7.151
2017-04-10T12:36:34Z,10.0,7.176
2017-06-21T10:16:02Z,10.0,14.563
2017-06-21T10:39:36Z,10.0,14.442
2017-06-21T10:54:46Z,10.0,14.493
2017-06-21T11:42:16Z,10.0,14.533
2017-06-21T11:56:30Z,10.0,14.569
2017-06-21T12:13:06Z,10.0,14.584
2017-07-17T10:50:00Z,10.0,15.639
2017-07-17T11:18:04Z,10.0,15.916
2017-07-17T11:36:01Z,10.0,15.55
2017-07-17T12:15:33Z,10.0,15.658
2017-07-17T12:31:21Z,10.0,13.828
2017-07-17T12:51:32Z,10.0,16.076
2017-08-01T09:58:53Z,10.0,17.223
2017-08-01T10:23:34Z,10.0,17.555
2017-08-01T10:40:57Z,10.0,17.295
2017-08-01T10:57:47Z,10.0,17.263
2017-08-01T11:10:48Z,10.0,17.36
2017-08-01T11:47:06Z,10.0,17.08
2017-09-12T09:55:48Z,10.0,14.207
2017-09-12T10:20:29Z,10.0,14.205
2017-09-12T10:36:51Z,10.0,14.181
2017-09-12T10:55:00Z,10.0,14.26
2017-09-12T11:10:28Z,10.0,14.329
2017-09-12T11:25:46Z,10.0,14.381
2017-09-12T11:43:49Z,10.0,14.334
2017-10-24T10:43:32Z,10.0,13.679
2017-10-24T11:06:43Z,10.0,13.656
2017-10-24T11:53:32Z,10.0,13.635
2017-10-24T12:13:18Z,10.0,13.588
2017-10-24T12:31:32Z,10.0,13.638
2017-10-24T12:49:17Z,10.0,13.627
2017-10-24T13:06:51Z,10.0,13.634
2017-11-09T10:36:59Z,10.0,11.277
2017-11-09T11:00:31Z,10.0,11.167
2017-11-09T11:14:51Z,10.0,11.157
2017-11-09T11:49:13Z,10.0,11.172
2017-11-09T12:03:38Z,10.0,11.163
2017-11-09T12:13:58Z,10.0,11.184
2017-12-19T10:05:58Z,10.0,5.572
2017-12-19T10:26:01Z,10.0,7.756
2017-12-19T10:40:43Z,10.0,5.648
2017-12-19T10:55:49Z,10.0,5.76
2017-12-19T11:14:19Z,10.0,5.772
2017-12-19T11:50:02Z,10.0,5.773
2018-01-10T10:05:03Z,10.0,4.611
2018-01-10T10:34:56Z,10.0,4.635
2018-01-10T10:52:08Z,10.0,4.642
2018-01-10T11:17:48Z,10.0,4.593
2018-01-10T11:58:21Z,10.0,4.604
2018-01-10T12:07:35Z,10.0,4.604
2018-01-10T12:07:35Z,10.0,4.602
2018-01-10T12:07:35Z,10.0,4.603
2018-02-20T12:01:42Z,10.0,3.282
2018-02-20T12:24:36Z,10.0,3.269
2018-02-20T12:37:58Z,10.0,3.332
2018-02-20T12:55:43Z,10.0,3.315
2018-02-20T13:07:07Z,10.0,3.299
2018-02-20T13:23:39Z,10.0,3.265
2018-03-26T09:53:23Z,10.0,1.804
2018-03-26T10:37:16Z,10.0,1.568
2018-03-26T10:55:19Z,10.0,1.482
2018-03-26T11:13:08Z,10.0,1.469
2018-03-26T12:07:07Z,10.0,1.402
2018-03-26T12:46:08Z,10.0,1.733
2018-04-18T09:55:01Z,10.0,4.043
2018-04-18T10:16:12Z,10.0,4.061
2018-04-18T10:31:30Z,10.0,4.066
2018-04-18T10:47:14Z,10.0,4.071
2018-04-18T11:02:02Z,10.0,4.048
2018-04-18T11:11:48Z,10.0,4.068
2018-05-08T10:08:43Z,10.0,6.153
2018-05-08T10:30:52Z,10.0,6.176
2018-05-08T10:45:14Z,10.0,6.28
2018-05-08T10:47:14Z,10.0,5.879
2018-05-08T11:13:13Z,10.0,6.364
2018-05-08T11:23:24Z,10.0,6.261
2018-06-21T10:16:12Z,10.0,7.849
2018-06-21T10:42:38Z,10.0,8.752
2018-06-21T10:59:17Z,10.0,8.434
2018-06-21T11:19:03Z,10.0,8.785
2018-06-21T11:36:23Z,10.0,8.174
2018-08-01T10:16:39Z,10.0,21.757
2018-08-01T10:39:46Z,10.0,17.735
2018-08-01T10:53:20Z,10.0,17.595
2018-08-01T11:53:36Z,10.0,17.963
2018-08-01T12:09:36Z,10.0,17.71
2018-08-01T12:24:41Z,10.0,17.982
2018-08-01T12:42:30Z,10.0,18.082
2018-08-01T13:09:52Z,10.0,17.656
2018-09-20T10:21:47Z,10.0,16.991
2018-09-20T10:48:10Z,10.0,16.916
2018-09-20T11:04:28Z,10.0,16.928
2018-09-20T11:53:08Z,10.0,16.891
2018-09-20T12:17:34Z,10.0,16.905
2018-09-20T12:46:15Z,10.0,16.905
2018-10-18T10:08:40Z,10.0,13.722
2018-10-18T10:45:59Z,10.0,13.7
2018-10-18T10:48:10Z,10.0,13.689
2018-10-18T11:21:16Z,10.0,13.661
2018-10-18T11:53:08Z,10.0,13.684
2018-11-13T10:03:27Z,10.0,10.781
2018-11-13T10:27:48Z,10.0,10.752
2018-11-13T10:45:13Z,10.0,10.787
2018-11-13T10:57:50Z,10.0,10.757
2018-11-13T11:12:42Z,10.0,10.716
2018-11-13T11:54:37Z,10.0,10.682
2018-12-12T10:09:15Z,10.0,6.505
2018-12-12T10:35:04Z,10.0,6.491
2018-12-12T10:50:00Z,10.0,6.496
2018-12-12T11:07:08Z,10.0,6.487
2018-12-12T11:50:13Z,10.0,6.482
2019-02-26T10:09:01Z,10.0,3.7
2019-02-26T10:33:56Z,10.0,3.7
2019-02-26T10:50:50Z,10.0,3.707
2019-02-26T11:11:55Z,10.0,3.675
2019-02-26T11:58:55Z,10.0,3.669
2019-03-20T09:53:38Z,10.0,4.75
2019-03-20T10:17:51Z,10.0,4.748
2019-03-20T10:34:49Z,10.0,4.748
2019-03-20T11:00:00Z,10.0,4.748
2019-03-20T11:57:22Z,10.0,4.755
2019-04-24T10:43:49Z,10.0,8.473
2019-04-24T11:15:19Z,10.0,8.443
2019-04-24T12:06:21Z,10.0,8.394
2019-04-24T12:23:28Z,10.0,8.449
2019-05-28T10:24:20Z,10.0,10.03
2019-05-28T10:54:29Z,10.0,10.081
2019-05-28T11:10:08Z,10.0,10.441
2019-05-28T11:57:12Z,10.0,10.354
2019-05-28T12:29:49Z,10.0,10.397
2019-06-26T11:24:30Z,10.0,13.724
2019-06-26T11:59:54Z,10.0,13.901
2019-06-26T12:15:33Z,10.0,13.9714
2019-06-26T12:30:51Z,10.0,13.955
2019-07-31T10:10:16Z,10.0,18.519
2019-07-31T10:41:58Z,10.0,18.647
2019-07-31T11:04:05Z,10.0,18.608
2019-07-31T12:00:36Z,10.0,18.596
2019-10-29T10:39:15Z,10.0,12.19
2019-10-29T11:13:01Z,10.0,12.206
2019-10-29T11:56:36Z,10.0,12.163
2019-10-29T12:17:05Z,10.0,12.173
2019-11-19T09:52:02Z,10.0,10.122
2019-11-19T10:19:22Z,10.0,10.155
2019-11-19T10:37:08Z,10.0,10.147
2019-11-19T10:58:27Z,10.0,10.138
2019-11-19T12:03:55Z,10.0,10.159
2020-01-07T09:40:11Z,10.0,5.961
2020-01-07T10:08:12Z,10.0,5.961
2020-01-07T10:51:09Z,10.0,5.98
2020-01-07T10:58:24Z,10.0,5.98
2020-01-07T11:52:14Z,10.0,6.13
2020-01-07T12:25:53Z,10.0,6.015
2020-03-03T09:49:32Z,10.0,5.127
2020-03-03T10:03:49Z,10.0,5.135
2020-03-03T10:19:21Z,10.0,5.139
2020-03-03T10:22:40Z,10.0,7.816
2020-03-03T10:22:40Z,10.0,7.809
2020-03-03T10:22:40Z,10.0,7.818
2020-03-03T11:05:32Z,10.0,5.14
2020-03-03T11:41:37Z,10.0,5.142
2020-04-28T09:41:24Z,10.0,7.943
2020-04-28T10:30:43Z,10.0,8.014
2020-04-28T10:43:44Z,10.0,8.064
2020-04-28T11:03:27Z,10.0,8.117
2020-04-28T11:27:11Z,10.0,8.175
2020-05-19T09:41:45Z,10.0,11.212
2020-05-19T10:10:00Z,10.0,11.245
2020-05-19T10:29:13Z,10.0,11.209
2020-05-19T10:51:26Z,10.0,11.077
2020-05-19T11:11:06Z,10.0,11.117
2020-06-09T09:45:21Z,10.0,10.705
2020-06-09T10:11:49Z,10.0,12.547
2020-06-09T10:47:11Z,10.0,12.528
2020-06-09T11:02:23Z,10.0,12.28
2020-06-09T11:54:44Z,10.0,12.696
2020-06-09T12:16:14Z,10.0,12.674
2020-07-01T10:08:28Z,10.0,14.436
2020-07-01T10:34:21Z,10.0,14.295
2020-07-01T10:52:30Z,10.0,14.272
2020-07-01T11:08:02Z,10.0,14.428
2020-07-01T11:23:31Z,10.0,14.473
2020-07-30T10:31:34Z,10.0,13.999
2020-07-30T10:52:40Z,10.0,14.262
2020-07-30T11:08:46Z,10.0,14.239
2020-07-30T11:26:13Z,10.0,14.222
2020-07-30T11:48:12Z,10.0,14.026
2020-09-15T07:41:17Z,10.0,15.178
2020-09-15T08:02:57Z,10.0,13.139
2020-09-15T08:19:16Z,10.0,15.226
2020-09-15T08:39:13Z,10.0,14.801
2020-09-15T08:54:56Z,10.0,14.801
2020-09-15T09:06:07Z,10.0,14.748
2020-10-16T08:12:09Z,10.0,13.239
2020-10-16T08:34:52Z,10.0,13.245
2020-10-16T08:49:29Z,10.0,13.225
2020-10-16T09:04:59Z,10.0,13.204
2020-10-16T09:17:10Z,10.0,13.23
2021-02-17T09:23:33Z,10.0,1.728
2021-02-17T09:53:03Z,10.0,1.67
2021-02-17T10:11:46Z,10.0,1.81
2021-02-17T10:55:13Z,10.0,1.796
2021-03-16T09:18:53Z,10.0,2.968
2021-04-07T07:58:18Z,10.0,4.712
2021-04-07T08:24:15Z,10.0,4.714
2021-04-07T08:38:42Z,10.0,4.706
2021-04-07T08:58:47Z,10.0,4.708
2021-04-07T09:18:18Z,10.0,4.715
2021-05-26T09:54:48Z,10.0,8.316
2021-05-26T11:11:59Z,10.0,8.248
2021-05-26T11:30:43Z,10.0,8.303
2021-05-26T11:42:34Z,10.0,8.256
2021-06-09T10:43:50Z,10.0,15.088
2021-06-09T11:13:46Z,10.0,15.166
2021-06-09T11:28:03Z,10.0,15.052
2021-06-09T11:50:41Z,10.0,15.199
2021-07-20T09:57:53Z,10.0,21.015
2021-07-20T10:17:27Z,10.0,21.015
2021-07-20T10:38:51Z,10.0,21.015
2021-09-01T10:09:53Z,10.0,16.666
2021-10-06T09:57:39Z,10.0,14.705
2021-11-03T10:48:46Z,10.0,12.28
2022-02-02T09:43:53Z,10.0,4.607
2022-03-02T09:30:50Z,10.0,4.33
2022-04-12T08:57:10Z,10.0,5.535
2022-05-03T08:53:34Z,10.0,6.934
2022-05-03T09:29:44Z,10.0,7.365
2022-05-03T09:29:44Z,10.0,6.894
2022-05-03T09:29:44Z,10.0,7.344
2022-05-03T09:29:44Z,10.0,7.477
2022-07-12T07:42:33Z,10.0,15.738
2022-07-12T07:42:33Z,10.0,15.537
2022-07-12T07:42:33Z,10.0,15.655
2022-07-12T07:42:33Z,10.0,15.994
2022-07-12T07:42:33Z,10.0,16.074
2022-08-30T07:46:11Z,10.0,19.972
2022-08-30T08:21:51Z,10.0,19.966
2022-08-30T08:58:18Z,10.0,19.959
2022-08-30T09:19:52Z,10.0,19.959
2022-08-30T10:06:00Z,10.0,19.95
2022-09-28T07:41:40Z,10.0,16.167
2022-09-28T08:08:51Z,10.0,16.174
2022-09-28T08:27:55Z,10.0,16.16
2022-09-28T08:47:23Z,10.0,16.15
2022-09-28T09:08:19Z,10.0,16.153
2022-10-11T07:46:58Z,10.0,14.889
2022-10-11T08:18:40Z,10.0,14.899
2022-10-11T08:35:37Z,10.0,14.894
2022-10-11T09:08:00Z,10.0,14.844
2022-11-09T07:58:03Z,10.0,12.725
2022-11-09T08:02:05Z,10.0,12.731
2022-11-09T08:17:07Z,10.0,12.747
2022-11-09T08:31:32Z,10.0,12.747
2022-11-09T09:02:33Z,10.0,12.723
2022-11-09T09:26:34Z,10.0,12.706
2022-12-08T09:34:44Z,10.0,6.806
2022-12-08T09:44:20Z,10.0,6.822
2022-12-08T10:11:18Z,10.0,6.818
2022-12-08T10:28:38Z,10.0,6.818
2022-12-08T10:44:30Z,10.0,6.806
2023-01-26T08:44:51Z,10.0,4.871
2023-01-26T09:32:03Z,10.0,4.865
2023-01-26T10:03:14Z,10.0,4.897
2023-01-26T10:25:47Z,10.0,4.853
2023-02-15T07:42:33Z,10.0,4.298
2023-02-15T07:42:33Z,10.0,4.281
2023-02-15T07:42:33Z,10.0,4.276
2023-02-15T07:42:33Z,10.0,4.269
2023-02-15T07:42:33Z,10.0,4.266
2023-02-15T07:42:33Z,10.0,4.273
2023-03-20T07:42:33Z,10.0,4.376
2023-03-20T07:42:33Z,10.0,4.325
2023-03-20T07:42:33Z,10.0,4.318
2023-03-20T07:42:33Z,10.0,4.338
2023-03-20T07:42:33Z,10.0,4.348
